"completion_timestamp","previous_assignee","due_date","description","title","responsible_role","overridden_by","acknowledged_timestamp","event_id","override_flag","assigned_user","override_timestamp","category","progress_notes","status","order","id","created_date","updated_date","created_by_id","created_by","is_sample"
"","","","","BEO?","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","9","69fc7497c342305ee691b5c0","2026-05-07T11:16:39.811000","2026-05-07T11:16:39.811000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","8","69fc74977a8bca479736b4bd","2026-05-07T11:16:39.547000","2026-05-07T11:16:39.547000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","7","69fc749729dbf7866569f44d","2026-05-07T11:16:39.304000","2026-05-07T11:16:39.304000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","6","69fc7497782d1bb8f9428b2d","2026-05-07T11:16:39.074000","2026-05-07T11:16:39.074000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","5","69fc7496164c863cd9a6222a","2026-05-07T11:16:38.842000","2026-05-07T11:16:38.842000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","4","69fc74963598020dc7795eb8","2026-05-07T11:16:38.671000","2026-05-07T11:16:38.671000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","3","69fc7496134339491ccd1f61","2026-05-07T11:16:38.417000","2026-05-07T11:16:38.417000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","2","69fc7496002513da432a5d79","2026-05-07T11:16:38.156000","2026-05-07T11:16:38.156000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69fc7494e3b751758072eb24","false","","","Checklist","","Not Acknowledged","1","69fc7495b0ac0fb76e6471bb","2026-05-07T11:16:37.884000","2026-05-07T11:16:37.884000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","16","69fa177fe0a8452dfc486ee6","2026-05-05T16:14:55.949000","2026-05-05T16:14:55.949000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","15","69fa177f0e171de066e8f28d","2026-05-05T16:14:55.651000","2026-05-05T16:14:55.651000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","14","69fa177f37e0f70eaa3fb142","2026-05-05T16:14:55.359000","2026-05-05T16:14:55.359000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","13","69fa177fd6f886536e477de1","2026-05-05T16:14:55.148000","2026-05-05T16:14:55.148000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","12","69fa177e1cad697594e6f87b","2026-05-05T16:14:54.908000","2026-05-05T16:14:54.908000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","11","69fa177ebe1c3b40c0ac0d12","2026-05-05T16:14:54.683000","2026-05-05T16:14:54.683000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","10","69fa177ea357c88174d612e6","2026-05-05T16:14:54.527000","2026-05-05T16:14:54.527000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","9","69fa177e523dce27864f57e6","2026-05-05T16:14:54.238000","2026-05-05T16:14:54.238000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","8","69fa177dbcd76aefd9fd4459","2026-05-05T16:14:53.973000","2026-05-05T16:14:53.973000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","7","69fa177df4822d15870fb799","2026-05-05T16:14:53.739000","2026-05-05T16:14:53.739000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","6","69fa177d831ddfadd3ad2248","2026-05-05T16:14:53.452000","2026-05-05T16:14:53.452000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","5","69fa177d822ec0928662d05c","2026-05-05T16:14:53.137000","2026-05-05T16:14:53.137000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","4","69fa177c3a8566a9036975d2","2026-05-05T16:14:52.883000","2026-05-05T16:14:52.883000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","3","69fa177c8f2e3173d930520a","2026-05-05T16:14:52.610000","2026-05-05T16:14:52.610000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","2","69fa177c7303521135a1c2ce","2026-05-05T16:14:52.342000","2026-05-05T16:14:52.342000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69fa177a4470f456863466fd","false","","","Checklist","","Not Acknowledged","1","69fa177ce08eb09022ac9849","2026-05-05T16:14:52.092000","2026-05-05T16:14:52.092000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","16","69f89bdeb581674ddd835929","2026-05-04T13:15:10.885000","2026-05-04T13:15:10.885000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","15","69f89bdeef7e6d02b53f499f","2026-05-04T13:15:10.653000","2026-05-04T13:15:10.653000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","14","69f89bdeb0b9b8c48a609b9d","2026-05-04T13:15:10.401000","2026-05-04T13:15:10.401000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","13","69f89bde62d64455e3dfbaff","2026-05-04T13:15:10.171000","2026-05-04T13:15:10.171000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","12","69f89bdda85936eb9c397701","2026-05-04T13:15:09.994000","2026-05-04T13:15:09.994000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","11","69f89bdd0f90043e65f1f19f","2026-05-04T13:15:09.790000","2026-05-04T13:15:09.790000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","10","69f89bddafba098b80d10e9e","2026-05-04T13:15:09.537000","2026-05-04T13:15:09.537000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","9","69f89bdda0a01b2d7e377284","2026-05-04T13:15:09.315000","2026-05-04T13:15:09.315000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","8","69f89bdddd3999c2ce7d96c9","2026-05-04T13:15:09.109000","2026-05-04T13:15:09.109000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","7","69f89bdc58fe3e8c3b058ef0","2026-05-04T13:15:08.876000","2026-05-04T13:15:08.876000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","6","69f89bdccebca921cc84071f","2026-05-04T13:15:08.595000","2026-05-04T13:15:08.595000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","5","69f89bdc92abf09581074006","2026-05-04T13:15:08.351000","2026-05-04T13:15:08.352000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","4","69f89bdc735ebee876752e30","2026-05-04T13:15:08.071000","2026-05-04T13:15:08.071000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","3","69f89bdb1c58746b221d2e9c","2026-05-04T13:15:07.809000","2026-05-04T13:15:07.809000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","2","69f89bdb27e07c079cb8b5e3","2026-05-04T13:15:07.650000","2026-05-04T13:15:07.650000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69f89bd9f31e84deecb40966","false","","","Checklist","","Not Acknowledged","1","69f89bdbede0b2c460ec1e29","2026-05-04T13:15:07.382000","2026-05-04T13:15:07.382000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","16","69f4c9c3a8e4ff2c88b89dd2","2026-05-01T15:41:55.060000","2026-05-01T15:41:55.060000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","15","69f4c9c2d3c91186682d898c","2026-05-01T15:41:54.837000","2026-05-01T15:41:54.837000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","14","69f4c9c2e3e443b41da498e1","2026-05-01T15:41:54.673000","2026-05-01T15:41:54.673000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","13","69f4c9c298f1621981327e38","2026-05-01T15:41:54.441000","2026-05-01T15:41:54.441000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","12","69f4c9c260723bb3d5549926","2026-05-01T15:41:54.180000","2026-05-01T15:41:54.180000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","11","69f4c9c19ef6d165305bc024","2026-05-01T15:41:53.941000","2026-05-01T15:41:53.941000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","10","69f4c9c1859ab750fca6a6ca","2026-05-01T15:41:53.688000","2026-05-01T15:41:53.688000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","9","69f4c9c17ec137f63eee5e47","2026-05-01T15:41:53.537000","2026-05-01T15:41:53.537000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","8","69f4c9c1a07b945cee2b1485","2026-05-01T15:41:53.272000","2026-05-01T15:41:53.272000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","7","69f4c9c0406d2adca553d73e","2026-05-01T15:41:52.976000","2026-05-01T15:41:52.976000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","6","69f4c9c01f1813afabdf8ec2","2026-05-01T15:41:52.728000","2026-05-01T15:41:52.728000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","5","69f4c9c0d74afb72b8294165","2026-05-01T15:41:52.554000","2026-05-01T15:41:52.554000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","4","69f4c9c0683d55e49ecabd86","2026-05-01T15:41:52.316000","2026-05-01T15:41:52.316000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","3","69f4c9c0a57ddded8bd62161","2026-05-01T15:41:52.104000","2026-05-01T15:41:52.104000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","2","69f4c9bfbae40bad1da14096","2026-05-01T15:41:51.786000","2026-05-01T15:41:51.786000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69f4c9bef91f2bd7accbacc2","false","","","Checklist","","Not Acknowledged","1","69f4c9bf939aa3d0432d40e7","2026-05-01T15:41:51.512000","2026-05-01T15:41:51.512000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","16","69f49dc3194cd475267e5835","2026-05-01T12:34:11.926000","2026-05-01T12:34:11.926000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we schedule an Internal BEO discussion with the instructor and Event Team Lead?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","15","69f49dc3579e4687c0260c4c","2026-05-01T12:34:11.681000","2026-05-01T12:34:11.681000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","CC form","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","14","69f49dc32331289e6bcb3c32","2026-05-01T12:34:11.493000","2026-05-01T12:34:11.493000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance and Headcount DUE","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","13","69f49dc35d0ead16006bfe8b","2026-05-01T12:34:11.269000","2026-05-01T12:34:11.269000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Remaining Balance Invoice Number","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","12","69f49dc3c1fef4ca38caaf0b","2026-05-01T12:34:11.048000","2026-05-01T12:34:11.048000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send an event flow reminder email?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","11","69f49dc2f243a06c67934078","2026-05-01T12:34:10.826000","2026-05-01T12:34:10.826000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Final HC","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","10","69f49dc2e4f43826158b37b2","2026-05-01T12:34:10.527000","2026-05-01T12:34:10.527000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","BEO?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","9","69f49dc2b49156bb7cdc3a71","2026-05-01T12:34:10.313000","2026-05-01T12:34:10.313000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","If Yes, How many drink tickets / beverages per person?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","8","69f49dc2527ee7b62c310314","2026-05-01T12:34:10.107000","2026-05-01T12:34:10.107000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Interest in consumption on-site Y or N (Includes: drink tickets)","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","7","69f49dc13a74746da518838f","2026-05-01T12:34:09.840000","2026-05-01T12:34:09.840000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we send it to supplier?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","6","69f49dc1585ef3703033aa6d","2026-05-01T12:34:09.665000","2026-05-01T12:34:09.665000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Add Ons: Logo'd aprons, glassware and Cheese board","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","5","69f49dc11e2598bfda5e4d2a","2026-05-01T12:34:09.485000","2026-05-01T12:34:09.485000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Participation List - Link","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","4","69f49dc1c3775c576b1cd1a9","2026-05-01T12:34:09.229000","2026-05-01T12:34:09.229000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Workflow document","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","3","69f49dc072cc12576394a692","2026-05-01T12:34:08.996000","2026-05-01T12:34:08.996000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Is it documented in Fareharbor?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","2","69f49dc0e21ea64586253609","2026-05-01T12:34:08.770000","2026-05-01T12:34:08.770000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Did we update in Sales Alert of Slack?","Admin","","","69f49dbf032b9f2b713d37c1","false","","","Checklist","","Not Acknowledged","1","69f49dc04ff4cb141f19fcb1","2026-05-01T12:34:08.550000","2026-05-01T12:34:08.550000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
"","","","","Has Operation Support confirmed when they are planning on meeting the location and time they are meeting (This can be done preferably by SMS or Email)","Admin","","","69f48c7cd1a308dfaf34fbca","false","","","Checklist","","Not Acknowledged","16","69f48c8465ca2e6c089a4c23","2026-05-01T11:20:36.516000","2026-05-01T11:20:36.516000","service_bdf5b7dc-5664-42ca-ab1f-67b3db250555","service+bdf5b7dc-5664-42ca-ab1f-67b3db250555@no-reply.base44.com","false"
